Region,RSV_PC,Week,Year
Nagano,6.49,46,2020
Gifu,3.46,46,2020
Shizuoka,3.0,46,2020
Aichi,3.32,46,2020
Mie,6.61,46,2020
Shiga,2.35,46,2020
Kyoto,2.3,46,2020
Osaka,5.45,46,2020
Hyogo,4.75,46,2020
Nara,5.12,46,2020
Wakayama,10.86,46,2020
Tottori,2.63,46,2020
Shimane,3.39,46,2020
Okayama,3.15,46,2020
Hiroshima,4.14,46,2020
Yamaguchi,12.63,46,2020
Tokushima,5.7,46,2020
Kagawa,4.81,46,2020
Ehime,3.05,46,2020
Kochi,6.29,46,2020
Fukuoka,5.4,46,2020
Saga,4.83,46,2020
Nagasaki,2.43,46,2020
Kumamoto,3.22,46,2020
Oita,3.36,46,2020
Miyazaki,2.14,46,2020
Kagoshima,38.23,46,2020
Okinawa,32.3,46,2020
Total No.,5.07,47,2020
Hokkaido,6.73,47,2020
Aomori,4.52,47,2020
Iwate,7.51,47,2020
Miyagi,7.24,47,2020
Akita,1.71,47,2020
Yamagata,4.59,47,2020
Fukushima,7.0,47,2020
Ibaraki,2.47,47,2020
Tochigi,3.46,47,2020
Gunma,2.13,47,2020
Saitama,3.46,47,2020
Chiba,2.39,47,2020
Tokyo,2.14,47,2020
Kanagawa,2.38,47,2020
Niigata,7.23,47,2020
Toyama,2.62,47,2020
Ishikawa,3.76,47,2020
Fukui,4.3,47,2020
Yamanashi,1.75,47,2020
Nagano,6.49,47,2020
Gifu,3.46,47,2020
Shizuoka,3.0,47,2020
Aichi,3.32,47,2020
Mie,6.61,47,2020
Shiga,2.35,47,2020
Kyoto,2.3,47,2020
Osaka,5.45,47,2020
Hyogo,4.77,47,2020
Nara,5.12,47,2020
Wakayama,10.86,47,2020
Tottori,2.63,47,2020
Shimane,3.43,47,2020
Okayama,3.19,47,2020
Hiroshima,4.17,47,2020
Yamaguchi,12.63,47,2020
Tokushima,5.7,47,2020
Kagawa,4.81,47,2020
Ehime,3.05,47,2020
Kochi,6.29,47,2020
Fukuoka,5.4,47,2020
Saga,4.87,47,2020
Nagasaki,2.57,47,2020
Kumamoto,3.38,47,2020
Oita,3.36,47,2020
Miyazaki,2.29,47,2020
Kagoshima,40.49,47,2020
Okinawa,36.7,47,2020
Total No.,5.16,48,2020
Hokkaido,6.73,48,2020
Aomori,4.52,48,2020
Iwate,8.05,48,2020
Miyagi,7.26,48,2020
Akita,1.71,48,2020
Yamagata,4.59,48,2020
Fukushima,7.0,48,2020
Ibaraki,2.47,48,2020
Tochigi,3.46,48,2020
Gunma,2.13,48,2020
Saitama,3.46,48,2020
Chiba,2.4,48,2020
Tokyo,2.17,48,2020
Kanagawa,2.38,48,2020
Niigata,7.23,48,2020
Toyama,2.66,48,2020
Ishikawa,3.76,48,2020
Fukui,4.43,48,2020
Yamanashi,1.75,48,2020
Nagano,6.49,48,2020
Gifu,3.46,48,2020
Shizuoka,3.01,48,2020
Aichi,3.33,48,2020
Mie,6.61,48,2020
Shiga,2.35,48,2020
Kyoto,2.3,48,2020
Osaka,5.49,48,2020
Hyogo,4.84,48,2020
Nara,5.12,48,2020
Wakayama,10.86,48,2020
Tottori,2.63,48,2020
Shimane,3.43,48,2020
Okayama,3.19,48,2020
Hiroshima,4.21,48,2020
Yamaguchi,12.63,48,2020
Tokushima,5.74,48,2020
Kagawa,4.81,48,2020
Ehime,3.05,48,2020
Kochi,6.29,48,2020
Fukuoka,5.45,48,2020
Saga,4.91,48,2020
Nagasaki,2.57,48,2020
Kumamoto,3.46,48,2020
Oita,3.36,48,2020
Miyazaki,2.63,48,2020
Kagoshima,43.23,48,2020
Okinawa,39.52,48,2020
Total No.,5.27,49,2020
Hokkaido,6.75,49,2020
Aomori,4.52,49,2020
Iwate,8.83,49,2020
Miyagi,7.36,49,2020
Akita,1.71,49,2020
Yamagata,4.59,49,2020
Fukushima,7.0,49,2020
Ibaraki,2.47,49,2020
Tochigi,3.46,49,2020
Gunma,2.13,49,2020
Saitama,3.47,49,2020
Chiba,2.4,49,2020
Tokyo,2.17,49,2020
Kanagawa,2.39,49,2020
Niigata,7.23,49,2020
Toyama,2.66,49,2020
Ishikawa,3.76,49,2020
Fukui,4.48,49,2020
Yamanashi,1.75,49,2020
Nagano,6.49,49,2020
Gifu,3.46,49,2020
Shizuoka,3.01,49,2020
Aichi,3.35,49,2020
Mie,6.61,49,2020
Shiga,2.38,49,2020
Kyoto,2.3,49,2020
Osaka,5.54,49,2020
Hyogo,4.88,49,2020
Nara,5.12,49,2020
Wakayama,10.86,49,2020
Tottori,2.63,49,2020
Shimane,3.43,49,2020
Okayama,3.19,49,2020
Hiroshima,4.25,49,2020
Yamaguchi,12.67,49,2020
Tokushima,5.78,49,2020
Kagawa,4.81,49,2020
Ehime,3.05,49,2020
Kochi,6.29,49,2020
Fukuoka,5.51,49,2020
Saga,4.96,49,2020
Nagasaki,2.61,49,2020
Kumamoto,3.64,49,2020
Oita,3.36,49,2020
Miyazaki,3.63,49,2020
Kagoshima,45.6,49,2020
Okinawa,41.91,49,2020
Total No.,5.39,50,2020
Hokkaido,6.75,50,2020
Aomori,4.52,50,2020
Iwate,9.78,50,2020
Miyagi,7.38,50,2020
Akita,1.71,50,2020
Yamagata,4.59,50,2020
Fukushima,7.04,50,2020
Ibaraki,2.47,50,2020
Tochigi,3.46,50,2020
Gunma,2.13,50,2020
Saitama,3.48,50,2020
Chiba,2.4,50,2020
Tokyo,2.18,50,2020
Kanagawa,2.42,50,2020
Niigata,7.23,50,2020
Toyama,2.66,50,2020
Ishikawa,3.76,50,2020
Fukui,4.48,50,2020
Yamanashi,1.75,50,2020
Nagano,6.49,50,2020
Gifu,3.46,50,2020
Shizuoka,3.03,50,2020
Aichi,3.37,50,2020
Mie,6.64,50,2020
Shiga,2.38,50,2020
Kyoto,2.3,50,2020
Osaka,5.61,50,2020
Hyogo,4.88,50,2020
Nara,5.12,50,2020
Wakayama,10.86,50,2020
Tottori,2.63,50,2020
Shimane,3.43,50,2020
Okayama,3.19,50,2020
Hiroshima,4.34,50,2020
Yamaguchi,12.7,50,2020
Tokushima,5.78,50,2020
Kagawa,4.81,50,2020
Ehime,3.05,50,2020
Kochi,6.29,50,2020
Fukuoka,5.69,50,2020
Saga,5.0,50,2020
Nagasaki,2.7,50,2020
Kumamoto,3.84,50,2020
Oita,3.39,50,2020
Miyazaki,4.57,50,2020
Kagoshima,48.53,50,2020
Okinawa,44.3,50,2020
Total No.,5.51,51,2020
Hokkaido,6.75,51,2020
Aomori,4.52,51,2020
Iwate,10.35,51,2020
Miyagi,7.43,51,2020
Akita,1.71,51,2020
Yamagata,4.59,51,2020
Fukushima,7.1,51,2020
Ibaraki,2.48,51,2020
Tochigi,3.5,51,2020
Gunma,2.13,51,2020
Saitama,3.5,51,2020
Chiba,2.4,51,2020
Tokyo,2.19,51,2020
Kanagawa,2.43,51,2020
Niigata,7.23,51,2020
Toyama,2.79,51,2020
Ishikawa,3.76,51,2020
Fukui,4.52,51,2020
Yamanashi,1.75,51,2020
Nagano,6.53,51,2020
Gifu,3.46,51,2020
Shizuoka,3.03,51,2020
Aichi,3.39,51,2020
Mie,6.64,51,2020
Shiga,2.41,51,2020
Kyoto,2.32,51,2020
Osaka,5.67,51,2020
Hyogo,4.91,51,2020
Nara,5.12,51,2020
Wakayama,10.9,51,2020
Tottori,2.63,51,2020
Shimane,3.43,51,2020
Okayama,3.2,51,2020
Hiroshima,4.35,51,2020
Yamaguchi,12.7,51,2020
Tokushima,5.96,51,2020
Kagawa,4.85,51,2020
Ehime,3.05,51,2020
Kochi,6.29,51,2020
Fukuoka,5.84,51,2020
Saga,5.22,51,2020
Nagasaki,2.8,51,2020
Kumamoto,3.94,51,2020
Oita,3.42,51,2020
Miyazaki,5.57,51,2020
Kagoshima,52.15,51,2020
Okinawa,46.06,51,2020
Total No.,5.65,52,2020
Hokkaido,6.76,52,2020
Aomori,4.52,52,2020
Iwate,11.15,52,2020
Miyagi,7.45,52,2020
Akita,1.71,52,2020
Yamagata,4.59,52,2020
Fukushima,7.12,52,2020
Ibaraki,2.48,52,2020
Tochigi,3.52,52,2020
Gunma,2.13,52,2020
Saitama,3.51,52,2020
Chiba,2.41,52,2020
Tokyo,2.21,52,2020
Kanagawa,2.46,52,2020
Niigata,7.23,52,2020
Toyama,2.79,52,2020
Ishikawa,3.76,52,2020
Fukui,4.52,52,2020
Yamanashi,1.75,52,2020
Nagano,6.53,52,2020
Gifu,3.48,52,2020
Shizuoka,3.03,52,2020
Aichi,3.41,52,2020
Mie,6.68,52,2020
Shiga,2.41,52,2020
Kyoto,2.32,52,2020
Osaka,5.74,52,2020
Hyogo,4.92,52,2020
Nara,5.12,52,2020
Wakayama,10.9,52,2020
Tottori,2.63,52,2020
Shimane,3.43,52,2020
Okayama,3.31,52,2020
Hiroshima,4.42,52,2020
Yamaguchi,12.74,52,2020
Tokushima,5.96,52,2020
Kagawa,4.85,52,2020
Ehime,3.05,52,2020
Kochi,6.29,52,2020
Fukuoka,5.98,52,2020
Saga,5.74,52,2020
Nagasaki,2.95,52,2020
Kumamoto,4.22,52,2020
Oita,3.42,52,2020
Miyazaki,7.29,52,2020
Kagoshima,55.81,52,2020
Okinawa,47.36,52,2020
Total No.,5.74,53,2020
Hokkaido,6.77,53,2020
Aomori,4.52,53,2020
Iwate,11.65,53,2020
Miyagi,7.45,53,2020
Akita,1.71,53,2020
Yamagata,4.59,53,2020
Fukushima,7.16,53,2020
Ibaraki,2.48,53,2020
Tochigi,3.52,53,2020
Gunma,2.13,53,2020
Saitama,3.52,53,2020
Chiba,2.41,53,2020
Tokyo,2.23,53,2020
Kanagawa,2.46,53,2020
Niigata,7.23,53,2020
Toyama,2.83,53,2020
Ishikawa,3.76,53,2020
Fukui,4.52,53,2020
Yamanashi,1.75,53,2020
Nagano,6.55,53,2020
Gifu,3.48,53,2020
Shizuoka,3.04,53,2020
Aichi,3.43,53,2020
Mie,6.68,53,2020
Shiga,2.41,53,2020
Kyoto,2.33,53,2020
Osaka,5.76,53,2020
Hyogo,4.96,53,2020
Nara,5.12,53,2020
Wakayama,10.9,53,2020
Tottori,2.63,53,2020
Shimane,3.43,53,2020
Okayama,3.33,53,2020
Hiroshima,4.46,53,2020
Yamaguchi,12.76,53,2020
Tokushima,6.09,53,2020
Kagawa,4.93,53,2020
Ehime,3.05,53,2020
Kochi,6.29,53,2020
Fukuoka,6.08,53,2020
Saga,6.13,53,2020
Nagasaki,3.14,53,2020
Kumamoto,4.38,53,2020
Oita,3.42,53,2020
Miyazaki,8.26,53,2020
Kagoshima,58.23,53,2020
Okinawa,48.12,53,2020
Total No.,0.08,1,2021
Hokkaido,0.01,1,2021
Aomori,,1,2021
Iwate,0.4,1,2021
Miyagi,,1,2021
Akita,,1,2021
Yamagata,0.03,1,2021
Fukushima,0.06,1,2021
Ibaraki,,1,2021
Tochigi,,1,2021
Gunma,,1,2021
Saitama,0.01,1,2021
Chiba,,1,2021
Tokyo,0.0,1,2021
Kanagawa,0.02,1,2021
Niigata,,1,2021
Toyama,,1,2021
Ishikawa,,1,2021
Fukui,,1,2021
Yamanashi,,1,2021
Nagano,,1,2021
Gifu,,1,2021
Shizuoka,,1,2021
Aichi,0.02,1,2021
Mie,,1,2021
Shiga,,1,2021
Kyoto,,1,2021
Osaka,0.06,1,2021
Hyogo,0.06,1,2021
Nara,,1,2021
Wakayama,,1,2021
Tottori,,1,2021
Shimane,,1,2021
Okayama,,1,2021
Hiroshima,0.04,1,2021
Yamaguchi,0.02,1,2021
Tokushima,,1,2021
Kagawa,,1,2021
Ehime,,1,2021
Kochi,,1,2021
Fukuoka,0.14,1,2021
Saga,0.17,1,2021
Nagasaki,0.16,1,2021
Kumamoto,0.2,1,2021
Oita,,1,2021
Miyazaki,1.03,1,2021
Kagoshima,1.87,1,2021
Okinawa,0.79,1,2021
Total No.,0.18,2,2021
Hokkaido,0.01,2,2021
Aomori,,2,2021
Iwate,0.78,2,2021
Miyagi,,2,2021
Akita,,2,2021
Yamagata,0.03,2,2021
Fukushima,0.12,2,2021
Ibaraki,0.01,2,2021
Tochigi,,2,2021
Gunma,,2,2021
Saitama,0.01,2,2021
Chiba,0.01,2,2021
Tokyo,0.04,2,2021
Kanagawa,0.04,2,2021
Niigata,,2,2021
Toyama,0.03,2,2021
Ishikawa,,2,2021
Fukui,,2,2021
Yamanashi,,2,2021
Nagano,,2,2021
Gifu,,2,2021
Shizuoka,,2,2021
Aichi,0.05,2,2021
Mie,,2,2021
Shiga,,2,2021
Kyoto,,2,2021
Osaka,0.22,2,2021
Hyogo,0.1,2,2021
Nara,0.15,2,2021
Wakayama,,2,2021
Tottori,,2,2021
Shimane,,2,2021
Okayama,,2,2021
Hiroshima,0.1,2,2021
Yamaguchi,0.02,2,2021
Tokushima,0.04,2,2021
Kagawa,,2,2021
Ehime,,2,2021
Kochi,,2,2021
Fukuoka,0.38,2,2021
Saga,0.7,2,2021
Nagasaki,0.53,2,2021
Kumamoto,0.7,2,2021
Oita,,2,2021
Miyazaki,2.75,2,2021
Kagoshima,3.33,2,2021
Okinawa,1.59,2,2021
Total No.,0.39,3,2021
Hokkaido,0.04,3,2021
Aomori,,3,2021
Iwate,1.33,3,2021
Miyagi,,3,2021
Akita,,3,2021
Yamagata,0.03,3,2021
Fukushima,0.24,3,2021
Ibaraki,0.01,3,2021
Tochigi,,3,2021
Gunma,,3,2021
Saitama,0.01,3,2021
Chiba,0.02,3,2021
Tokyo,0.09,3,2021
Kanagawa,0.06,3,2021
Niigata,,3,2021
Toyama,0.03,3,2021
Ishikawa,,3,2021
Fukui,,3,2021
Yamanashi,,3,2021
Nagano,,3,2021
Gifu,0.02,3,2021
Shizuoka,,3,2021
Aichi,0.07,3,2021
Mie,,3,2021
Shiga,,3,2021
Kyoto,0.01,3,2021
Osaka,0.61,3,2021
Hyogo,0.27,3,2021
Nara,0.5,3,2021
Wakayama,,3,2021
Tottori,,3,2021
Shimane,,3,2021
Okayama,0.02,3,2021
Hiroshima,0.23,3,2021
Yamaguchi,0.02,3,2021
Tokushima,0.3,3,2021
Kagawa,0.04,3,2021
Ehime,,3,2021
Kochi,,3,2021
Fukuoka,1.09,3,2021
Saga,2.35,3,2021
Nagasaki,1.28,3,2021
Kumamoto,1.94,3,2021
Oita,,3,2021
Miyazaki,5.19,3,2021
Kagoshima,5.69,3,2021
Okinawa,2.29,3,2021
Total No.,0.63,4,2021
Hokkaido,0.04,4,2021
Aomori,,4,2021
Iwate,1.98,4,2021
Miyagi,0.31,4,2021
Akita,,4,2021
Yamagata,0.03,4,2021
Fukushima,0.32,4,2021
Ibaraki,0.01,4,2021
Tochigi,0.02,4,2021
Gunma,,4,2021
Saitama,0.03,4,2021
Chiba,0.02,4,2021
Tokyo,0.14,4,2021
Kanagawa,0.08,4,2021
Niigata,,4,2021
Toyama,0.07,4,2021
Ishikawa,,4,2021
Fukui,,4,2021
Yamanashi,,4,2021
Nagano,,4,2021
Gifu,0.02,4,2021
Shizuoka,0.01,4,2021
Aichi,0.15,4,2021
Mie,,4,2021
Shiga,,4,2021
Kyoto,0.09,4,2021
Osaka,0.93,4,2021
Hyogo,0.38,4,2021
Nara,0.62,4,2021
Wakayama,,4,2021
Tottori,,4,2021
Shimane,0.04,4,2021
Okayama,0.02,4,2021
Hiroshima,0.28,4,2021
Yamaguchi,0.15,4,2021
Tokushima,0.3,4,2021
Kagawa,0.04,4,2021
Ehime,,4,2021
Kochi,,4,2021
Fukuoka,2.48,4,2021
Saga,4.0,4,2021
Nagasaki,2.86,4,2021
Kumamoto,3.44,4,2021
Oita,,4,2021
Miyazaki,7.56,4,2021
Kagoshima,7.24,4,2021
Okinawa,3.74,4,2021
Total No.,0.88,5,2021
Hokkaido,0.04,5,2021
Aomori,,5,2021
Iwate,2.53,5,2021
Miyagi,0.57,5,2021
Akita,,5,2021
Yamagata,0.03,5,2021
Fukushima,0.44,5,2021
Ibaraki,0.01,5,2021
Tochigi,0.02,5,2021
Gunma,,5,2021
Saitama,0.04,5,2021
Chiba,0.02,5,2021
Tokyo,0.18,5,2021
Kanagawa,0.1,5,2021
Niigata,,5,2021
Toyama,0.1,5,2021
Ishikawa,,5,2021
Fukui,,5,2021
Yamanashi,,5,2021
Nagano,0.02,5,2021
Gifu,0.02,5,2021
Shizuoka,0.02,5,2021
Aichi,0.22,5,2021
Mie,,5,2021
Shiga,,5,2021
Kyoto,0.17,5,2021
Osaka,1.4,5,2021
Hyogo,0.59,5,2021
Nara,0.71,5,2021
Wakayama,,5,2021
Tottori,,5,2021
Shimane,0.04,5,2021
Okayama,0.06,5,2021
Hiroshima,0.3,5,2021
Yamaguchi,0.39,5,2021
Tokushima,0.52,5,2021
Kagawa,0.04,5,2021
Ehime,,5,2021
Kochi,,5,2021
Fukuoka,3.93,5,2021
Saga,5.04,5,2021
Nagasaki,4.79,5,2021
Kumamoto,5.04,5,2021
Oita,,5,2021
Miyazaki,10.22,5,2021
Kagoshima,8.7,5,2021
Okinawa,4.5,5,2021
Total No.,1.15,6,2021
Hokkaido,0.07,6,2021
Aomori,0.02,6,2021
Iwate,3.58,6,2021
Miyagi,0.66,6,2021
Akita,0.06,6,2021
Yamagata,0.03,6,2021
Fukushima,0.64,6,2021
Ibaraki,0.01,6,2021
Tochigi,0.08,6,2021
Gunma,,6,2021
Saitama,0.04,6,2021
Chiba,0.02,6,2021
Tokyo,0.2,6,2021
Kanagawa,0.11,6,2021
Niigata,,6,2021
Toyama,0.17,6,2021
Ishikawa,,6,2021
Fukui,0.04,6,2021
Yamanashi,,6,2021
Nagano,0.02,6,2021
Gifu,0.02,6,2021
Shizuoka,0.06,6,2021
Aichi,0.32,6,2021
Mie,,6,2021
Shiga,,6,2021
Kyoto,0.21,6,2021
Osaka,1.93,6,2021
Hyogo,0.77,6,2021
Nara,0.74,6,2021
Wakayama,,6,2021
Tottori,0.05,6,2021
Shimane,0.04,6,2021
Okayama,0.06,6,2021
Hiroshima,0.37,6,2021
Yamaguchi,0.54,6,2021
Tokushima,0.52,6,2021
Kagawa,0.04,6,2021
Ehime,,6,2021
Kochi,,6,2021
Fukuoka,5.61,6,2021
Saga,6.43,6,2021
Nagasaki,6.6,6,2021
Kumamoto,7.04,6,2021
Oita,,6,2021
Miyazaki,13.75,6,2021
Kagoshima,9.78,6,2021
Okinawa,4.88,6,2021
Total No.,1.48,7,2021
Hokkaido,0.07,7,2021
Aomori,0.05,7,2021
Iwate,5.05,7,2021
Miyagi,0.78,7,2021
Akita,0.06,7,2021
Yamagata,0.03,7,2021
Fukushima,0.78,7,2021
Ibaraki,0.01,7,2021
Tochigi,0.25,7,2021
Gunma,,7,2021
Saitama,0.04,7,2021
Chiba,0.02,7,2021
Tokyo,0.26,7,2021
Kanagawa,0.11,7,2021
Niigata,,7,2021
Toyama,0.17,7,2021
Ishikawa,,7,2021
Fukui,0.04,7,2021
Yamanashi,,7,2021
Nagano,0.02,7,2021
Gifu,0.02,7,2021
Shizuoka,0.15,7,2021
Aichi,0.45,7,2021
Mie,,7,2021
Shiga,,7,2021
Kyoto,0.26,7,2021
Osaka,2.6,7,2021
Hyogo,1.2,7,2021
Nara,0.79,7,2021
Wakayama,,7,2021
Tottori,0.05,7,2021
Shimane,0.09,7,2021
Okayama,0.07,7,2021
Hiroshima,0.45,7,2021
Yamaguchi,0.61,7,2021
Tokushima,0.52,7,2021
Kagawa,0.04,7,2021
Ehime,0.03,7,2021
Kochi,,7,2021
Fukuoka,8.05,7,2021
Saga,7.48,7,2021
Nagasaki,9.58,7,2021
Kumamoto,8.64,7,2021
Oita,,7,2021
Miyazaki,16.64,7,2021
Kagoshima,10.94,7,2021
Okinawa,5.21,7,2021
Total No.,1.89,8,2021
Hokkaido,0.07,8,2021
Aomori,0.1,8,2021
Iwate,6.75,8,2021
Miyagi,0.9,8,2021
Akita,0.06,8,2021
Yamagata,0.03,8,2021
Fukushima,1.14,8,2021
Ibaraki,0.03,8,2021
Tochigi,0.4,8,2021
Gunma,,8,2021
Saitama,0.06,8,2021
Chiba,0.06,8,2021
Tokyo,0.39,8,2021
Kanagawa,0.14,8,2021
Niigata,,8,2021
Toyama,0.45,8,2021
Ishikawa,,8,2021
Fukui,0.04,8,2021
Yamanashi,,8,2021
Nagano,0.02,8,2021
Gifu,0.02,8,2021
Shizuoka,0.32,8,2021
Aichi,0.58,8,2021
Mie,,8,2021
Shiga,,8,2021
Kyoto,0.32,8,2021
Osaka,3.35,8,2021
Hyogo,1.53,8,2021
Nara,0.88,8,2021
Wakayama,,8,2021
Tottori,0.05,8,2021
Shimane,0.09,8,2021
Okayama,0.07,8,2021
Hiroshima,0.58,8,2021
Yamaguchi,0.63,8,2021
Tokushima,0.57,8,2021
Kagawa,0.04,8,2021
Ehime,0.03,8,2021
Kochi,,8,2021
Fukuoka,10.92,8,2021
Saga,9.26,8,2021
Nagasaki,13.23,8,2021
Kumamoto,11.4,8,2021
Oita,,8,2021
Miyazaki,20.61,8,2021
Kagoshima,12.02,8,2021
Okinawa,5.65,8,2021
Total No.,2.33,9,2021
Hokkaido,0.07,9,2021
Aomori,0.21,9,2021
Iwate,8.53,9,2021
Miyagi,1.09,9,2021
Akita,0.06,9,2021
Yamagata,0.03,9,2021
Fukushima,1.4,9,2021
Ibaraki,0.03,9,2021
Tochigi,0.52,9,2021
Gunma,,9,2021
Saitama,0.08,9,2021
Chiba,0.08,9,2021
Tokyo,0.45,9,2021
Kanagawa,0.15,9,2021
Niigata,,9,2021
Toyama,0.79,9,2021
Ishikawa,,9,2021
Fukui,0.04,9,2021
Yamanashi,,9,2021
Nagano,0.02,9,2021
Gifu,0.02,9,2021
Shizuoka,0.68,9,2021
Aichi,0.69,9,2021
Mie,0.05,9,2021
Shiga,,9,2021
Kyoto,0.38,9,2021
Osaka,4.3,9,2021
Hyogo,1.82,9,2021
Nara,0.91,9,2021
Wakayama,,9,2021
Tottori,0.21,9,2021
Shimane,0.09,9,2021
Okayama,0.09,9,2021
Hiroshima,0.65,9,2021
Yamaguchi,0.74,9,2021
Tokushima,0.57,9,2021
Kagawa,0.04,9,2021
Ehime,0.03,9,2021
Kochi,,9,2021
Fukuoka,13.89,9,2021
Saga,11.96,9,2021
Nagasaki,16.98,9,2021
Kumamoto,14.64,9,2021
Oita,0.14,9,2021
Miyazaki,25.03,9,2021
Kagoshima,12.8,9,2021
Okinawa,6.09,9,2021
Total No.,2.91,10,2021
Hokkaido,0.07,10,2021
Aomori,0.43,10,2021
Iwate,9.95,10,2021
Miyagi,1.38,10,2021
Akita,0.09,10,2021
Yamagata,0.03,10,2021
Fukushima,1.94,10,2021
Ibaraki,0.03,10,2021
Tochigi,0.92,10,2021
Gunma,,10,2021
Saitama,0.08,10,2021
Chiba,0.1,10,2021
Tokyo,0.55,10,2021
Kanagawa,0.17,10,2021
Niigata,,10,2021
Toyama,1.14,10,2021
Ishikawa,,10,2021
Fukui,0.04,10,2021
Yamanashi,,10,2021
Nagano,0.02,10,2021
Gifu,0.02,10,2021
Shizuoka,1.33,10,2021
Aichi,0.87,10,2021
Mie,0.07,10,2021
Shiga,0.09,10,2021
Kyoto,0.4,10,2021
Osaka,5.51,10,2021
Hyogo,2.31,10,2021
Nara,0.91,10,2021
Wakayama,,10,2021
Tottori,0.21,10,2021
Shimane,0.09,10,2021
Okayama,0.11,10,2021
Hiroshima,0.86,10,2021
Yamaguchi,1.0,10,2021
Tokushima,0.57,10,2021
Kagawa,0.07,10,2021
Ehime,0.03,10,2021
Kochi,,10,2021
Fukuoka,17.62,10,2021
Saga,16.91,10,2021
Nagasaki,20.67,10,2021
Kumamoto,19.88,10,2021
Oita,0.17,10,2021
Miyazaki,30.69,10,2021
Kagoshima,13.63,10,2021
Okinawa,6.9,10,2021
Total No.,3.5,11,2021
Hokkaido,0.07,11,2021
Aomori,1.07,11,2021
Iwate,11.88,11,2021
Miyagi,1.45,11,2021
Akita,0.09,11,2021
Yamagata,0.03,11,2021
Fukushima,2.18,11,2021
Ibaraki,0.04,11,2021
Tochigi,1.33,11,2021
Gunma,,11,2021
Saitama,0.09,11,2021
Chiba,0.11,11,2021
Tokyo,0.67,11,2021
Kanagawa,0.2,11,2021
Niigata,,11,2021
Toyama,2.03,11,2021
Ishikawa,,11,2021
Fukui,0.04,11,2021
Yamanashi,,11,2021
Nagano,0.02,11,2021
Gifu,0.02,11,2021
Shizuoka,1.84,11,2021
Aichi,1.06,11,2021
Mie,0.11,11,2021
Shiga,0.09,11,2021
Kyoto,0.47,11,2021
Osaka,7.0,11,2021
Hyogo,2.66,11,2021
Nara,0.94,11,2021
Wakayama,,11,2021
Tottori,0.21,11,2021
Shimane,0.09,11,2021
Okayama,0.11,11,2021
Hiroshima,1.06,11,2021
Yamaguchi,1.37,11,2021
Tokushima,0.57,11,2021
Kagawa,0.07,11,2021
Ehime,0.03,11,2021
Kochi,,11,2021
Fukuoka,21.63,11,2021
Saga,21.57,11,2021
Nagasaki,24.05,11,2021
Kumamoto,24.2,11,2021
Oita,0.19,11,2021
Miyazaki,35.58,11,2021
Kagoshima,14.09,11,2021
Okinawa,7.18,11,2021
Total No.,4.19,12,2021
Hokkaido,0.07,12,2021
Aomori,2.24,12,2021
Iwate,13.1,12,2021
Miyagi,1.69,12,2021
Akita,0.18,12,2021
Yamagata,0.1,12,2021
Fukushima,2.72,12,2021
Ibaraki,0.05,12,2021
Tochigi,1.56,12,2021
Gunma,0.04,12,2021
Saitama,0.11,12,2021
Chiba,0.11,12,2021
Tokyo,0.73,12,2021
Kanagawa,0.23,12,2021
Niigata,,12,2021
Toyama,3.93,12,2021
Ishikawa,,12,2021
Fukui,0.04,12,2021
Yamanashi,,12,2021
Nagano,0.02,12,2021
Gifu,0.04,12,2021
Shizuoka,2.65,12,2021
Aichi,1.37,12,2021
Mie,0.18,12,2021
Shiga,0.09,12,2021
Kyoto,0.58,12,2021
Osaka,8.67,12,2021
Hyogo,3.35,12,2021
Nara,0.94,12,2021
Wakayama,,12,2021
Tottori,0.21,12,2021
Shimane,0.09,12,2021
Okayama,0.11,12,2021
Hiroshima,1.63,12,2021
Yamaguchi,1.78,12,2021
Tokushima,0.57,12,2021
Kagawa,0.11,12,2021
Ehime,0.03,12,2021
Kochi,,12,2021
Fukuoka,26.5,12,2021
Saga,26.91,12,2021
Nagasaki,29.12,12,2021
Kumamoto,28.48,12,2021
Oita,0.19,12,2021
Miyazaki,40.81,12,2021
Kagoshima,14.24,12,2021
Okinawa,7.29,12,2021
Total No.,4.94,13,2021
Hokkaido,0.08,13,2021
Aomori,3.24,13,2021
Iwate,14.98,13,2021
Miyagi,2.03,13,2021
Akita,0.59,13,2021
Yamagata,0.1,13,2021
Fukushima,2.92,13,2021
Ibaraki,0.05,13,2021
Tochigi,1.81,13,2021
Gunma,0.04,13,2021
Saitama,0.13,13,2021
Chiba,0.12,13,2021
Tokyo,0.82,13,2021
Kanagawa,0.33,13,2021
Niigata,,13,2021
Toyama,5.55,13,2021
Ishikawa,0.69,13,2021
Fukui,0.04,13,2021
Yamanashi,,13,2021
Nagano,0.02,13,2021
Gifu,0.04,13,2021
Shizuoka,3.31,13,2021
Aichi,1.64,13,2021
Mie,0.27,13,2021
Shiga,0.11,13,2021
Kyoto,1.03,13,2021
Osaka,10.58,13,2021
Hyogo,3.95,13,2021
Nara,1.12,13,2021
Wakayama,0.07,13,2021
Tottori,0.21,13,2021
Shimane,0.09,13,2021
Okayama,0.11,13,2021
Hiroshima,2.3,13,2021
Yamaguchi,2.39,13,2021
Tokushima,0.64,13,2021
Kagawa,0.18,13,2021
Ehime,0.03,13,2021
Kochi,,13,2021
Fukuoka,30.7,13,2021
Saga,33.17,13,2021
Nagasaki,34.16,13,2021
