Region,RSV_PC,Week,Year
Tokushima,19.22,20,2015
Kagawa,12.04,20,2015
Ehime,17.03,20,2015
Kochi,12.27,20,2015
Fukuoka,17.28,20,2015
Saga,17.35,20,2015
Nagasaki,14.75,20,2015
Kumamoto,13.4,20,2015
Oita,11.64,20,2015
Miyazaki,30.83,20,2015
Kagoshima,15.09,20,2015
Okinawa,19.26,20,2015
Total No.,8.91,21,2015
Hokkaido,12.5,21,2015
Aomori,7.1,21,2015
Iwate,6.65,21,2015
Miyagi,5.67,21,2015
Akita,3.38,21,2015
Yamagata,4.21,21,2015
Fukushima,15.29,21,2015
Ibaraki,5.28,21,2015
Tochigi,5.96,21,2015
Gunma,7.14,21,2015
Saitama,6.05,21,2015
Chiba,3.86,21,2015
Tokyo,5.09,21,2015
Kanagawa,4.4,21,2015
Niigata,9.17,21,2015
Toyama,4.69,21,2015
Ishikawa,5.66,21,2015
Fukui,10.5,21,2015
Yamanashi,4.13,21,2015
Nagano,6.51,21,2015
Gifu,5.13,21,2015
Shizuoka,6.47,21,2015
Aichi,4.75,21,2015
Mie,6.27,21,2015
Shiga,7.34,21,2015
Kyoto,3.51,21,2015
Osaka,14.16,21,2015
Hyogo,11.02,21,2015
Nara,11.21,21,2015
Wakayama,18.61,21,2015
Tottori,3.32,21,2015
Shimane,9.61,21,2015
Okayama,4.94,21,2015
Hiroshima,6.58,21,2015
Yamaguchi,15.47,21,2015
Tokushima,19.22,21,2015
Kagawa,12.11,21,2015
Ehime,17.11,21,2015
Kochi,12.47,21,2015
Fukuoka,17.51,21,2015
Saga,17.48,21,2015
Nagasaki,14.91,21,2015
Kumamoto,13.46,21,2015
Oita,11.94,21,2015
Miyazaki,31.06,21,2015
Kagoshima,15.6,21,2015
Okinawa,20.97,21,2015
Total No.,9.01,22,2015
Hokkaido,12.66,22,2015
Aomori,7.29,22,2015
Iwate,6.75,22,2015
Miyagi,5.78,22,2015
Akita,3.41,22,2015
Yamagata,4.24,22,2015
Fukushima,15.42,22,2015
Ibaraki,5.31,22,2015
Tochigi,5.98,22,2015
Gunma,7.14,22,2015
Saitama,6.08,22,2015
Chiba,3.88,22,2015
Tokyo,5.15,22,2015
Kanagawa,4.41,22,2015
Niigata,9.25,22,2015
Toyama,4.72,22,2015
Ishikawa,5.86,22,2015
Fukui,10.55,22,2015
Yamanashi,4.13,22,2015
Nagano,6.51,22,2015
Gifu,5.13,22,2015
Shizuoka,6.52,22,2015
Aichi,4.77,22,2015
Mie,6.27,22,2015
Shiga,7.34,22,2015
Kyoto,3.53,22,2015
Osaka,14.23,22,2015
Hyogo,11.06,22,2015
Nara,11.24,22,2015
Wakayama,18.74,22,2015
Tottori,3.42,22,2015
Shimane,9.83,22,2015
Okayama,5.0,22,2015
Hiroshima,6.61,22,2015
Yamaguchi,15.72,22,2015
Tokushima,19.22,22,2015
Kagawa,12.11,22,2015
Ehime,17.24,22,2015
Kochi,12.87,22,2015
Fukuoka,17.76,22,2015
Saga,17.65,22,2015
Nagasaki,15.11,22,2015
Kumamoto,13.54,22,2015
Oita,11.97,22,2015
Miyazaki,31.08,22,2015
Kagoshima,15.87,22,2015
Okinawa,23.0,22,2015
Total No.,9.1,23,2015
Hokkaido,12.82,23,2015
Aomori,7.52,23,2015
Iwate,6.88,23,2015
Miyagi,5.79,23,2015
Akita,3.41,23,2015
Yamagata,4.31,23,2015
Fukushima,15.56,23,2015
Ibaraki,5.33,23,2015
Tochigi,6.0,23,2015
Gunma,7.17,23,2015
Saitama,6.12,23,2015
Chiba,3.89,23,2015
Tokyo,5.18,23,2015
Kanagawa,4.43,23,2015
Niigata,9.35,23,2015
Toyama,4.72,23,2015
Ishikawa,5.93,23,2015
Fukui,10.59,23,2015
Yamanashi,4.13,23,2015
Nagano,6.53,23,2015
Gifu,5.13,23,2015
Shizuoka,6.55,23,2015
Aichi,4.78,23,2015
Mie,6.27,23,2015
Shiga,7.38,23,2015
Kyoto,3.55,23,2015
Osaka,14.29,23,2015
Hyogo,11.08,23,2015
Nara,11.32,23,2015
Wakayama,18.77,23,2015
Tottori,3.53,23,2015
Shimane,9.91,23,2015
Okayama,5.0,23,2015
Hiroshima,6.65,23,2015
Yamaguchi,15.87,23,2015
Tokushima,19.26,23,2015
Kagawa,12.11,23,2015
Ehime,17.35,23,2015
Kochi,13.2,23,2015
Fukuoka,17.99,23,2015
Saga,17.7,23,2015
Nagasaki,15.32,23,2015
Kumamoto,13.56,23,2015
Oita,12.0,23,2015
Miyazaki,31.11,23,2015
Kagoshima,16.45,23,2015
Okinawa,25.91,23,2015
Total No.,9.19,24,2015
Hokkaido,12.99,24,2015
Aomori,7.74,24,2015
Iwate,6.98,24,2015
Miyagi,5.91,24,2015
Akita,3.41,24,2015
Yamagata,4.34,24,2015
Fukushima,15.71,24,2015
Ibaraki,5.33,24,2015
Tochigi,6.0,24,2015
Gunma,7.17,24,2015
Saitama,6.11,24,2015
Chiba,3.92,24,2015
Tokyo,5.25,24,2015
Kanagawa,4.44,24,2015
Niigata,9.52,24,2015
Toyama,4.72,24,2015
Ishikawa,6.0,24,2015
Fukui,10.86,24,2015
Yamanashi,4.13,24,2015
Nagano,6.55,24,2015
Gifu,5.15,24,2015
Shizuoka,6.6,24,2015
Aichi,4.78,24,2015
Mie,6.29,24,2015
Shiga,7.38,24,2015
Kyoto,3.55,24,2015
Osaka,14.34,24,2015
Hyogo,11.14,24,2015
Nara,11.44,24,2015
Wakayama,18.77,24,2015
Tottori,3.53,24,2015
Shimane,9.96,24,2015
Okayama,5.02,24,2015
Hiroshima,6.72,24,2015
Yamaguchi,16.15,24,2015
Tokushima,19.26,24,2015
Kagawa,12.11,24,2015
Ehime,17.43,24,2015
Kochi,13.27,24,2015
Fukuoka,18.25,24,2015
Saga,17.74,24,2015
Nagasaki,15.36,24,2015
Kumamoto,13.56,24,2015
Oita,12.08,24,2015
Miyazaki,31.19,24,2015
Kagoshima,16.98,24,2015
Okinawa,27.5,24,2015
Total No.,9.29,25,2015
Hokkaido,13.16,25,2015
Aomori,7.9,25,2015
Iwate,7.05,25,2015
Miyagi,5.91,25,2015
Akita,3.41,25,2015
Yamagata,4.34,25,2015
Fukushima,15.73,25,2015
Ibaraki,5.35,25,2015
Tochigi,6.02,25,2015
Gunma,7.17,25,2015
Saitama,6.12,25,2015
Chiba,3.96,25,2015
Tokyo,5.3,25,2015
Kanagawa,4.47,25,2015
Niigata,9.73,25,2015
Toyama,4.72,25,2015
Ishikawa,6.07,25,2015
Fukui,11.09,25,2015
Yamanashi,4.13,25,2015
Nagano,6.58,25,2015
Gifu,5.15,25,2015
Shizuoka,6.63,25,2015
Aichi,4.81,25,2015
Mie,6.29,25,2015
Shiga,7.41,25,2015
Kyoto,3.56,25,2015
Osaka,14.39,25,2015
Hyogo,11.19,25,2015
Nara,11.47,25,2015
Wakayama,18.84,25,2015
Tottori,3.58,25,2015
Shimane,9.96,25,2015
Okayama,5.02,25,2015
Hiroshima,6.79,25,2015
Yamaguchi,16.36,25,2015
Tokushima,19.26,25,2015
Kagawa,12.14,25,2015
Ehime,17.54,25,2015
Kochi,13.57,25,2015
Fukuoka,18.45,25,2015
Saga,18.0,25,2015
Nagasaki,15.43,25,2015
Kumamoto,13.6,25,2015
Oita,12.14,25,2015
Miyazaki,31.28,25,2015
Kagoshima,17.42,25,2015
Okinawa,30.32,25,2015
Total No.,9.37,26,2015
Hokkaido,13.31,26,2015
Aomori,8.05,26,2015
Iwate,7.13,26,2015
Miyagi,5.97,26,2015
Akita,3.44,26,2015
Yamagata,4.34,26,2015
Fukushima,15.73,26,2015
Ibaraki,5.35,26,2015
Tochigi,6.02,26,2015
Gunma,7.17,26,2015
Saitama,6.15,26,2015
Chiba,3.99,26,2015
Tokyo,5.34,26,2015
Kanagawa,4.51,26,2015
Niigata,9.78,26,2015
Toyama,4.72,26,2015
Ishikawa,6.17,26,2015
Fukui,11.18,26,2015
Yamanashi,4.13,26,2015
Nagano,6.58,26,2015
Gifu,5.17,26,2015
Shizuoka,6.65,26,2015
Aichi,4.84,26,2015
Mie,6.38,26,2015
Shiga,7.41,26,2015
Kyoto,3.58,26,2015
Osaka,14.45,26,2015
Hyogo,11.2,26,2015
Nara,11.47,26,2015
Wakayama,18.84,26,2015
Tottori,3.58,26,2015
Shimane,9.96,26,2015
Okayama,5.06,26,2015
Hiroshima,6.82,26,2015
Yamaguchi,16.51,26,2015
Tokushima,19.26,26,2015
Kagawa,12.18,26,2015
Ehime,17.57,26,2015
Kochi,13.63,26,2015
Fukuoka,18.63,26,2015
Saga,18.04,26,2015
Nagasaki,15.48,26,2015
Kumamoto,13.62,26,2015
Oita,12.17,26,2015
Miyazaki,31.56,26,2015
Kagoshima,17.98,26,2015
Okinawa,32.79,26,2015
Total No.,9.47,27,2015
Hokkaido,13.57,27,2015
Aomori,8.21,27,2015
Iwate,7.25,27,2015
Miyagi,6.0,27,2015
Akita,3.47,27,2015
Yamagata,4.38,27,2015
Fukushima,15.8,27,2015
Ibaraki,5.37,27,2015
Tochigi,6.04,27,2015
Gunma,7.17,27,2015
Saitama,6.18,27,2015
Chiba,3.98,27,2015
Tokyo,5.37,27,2015
Kanagawa,4.53,27,2015
Niigata,10.08,27,2015
Toyama,4.72,27,2015
Ishikawa,6.24,27,2015
Fukui,11.27,27,2015
Yamanashi,4.13,27,2015
Nagano,6.58,27,2015
Gifu,5.17,27,2015
Shizuoka,6.67,27,2015
Aichi,4.86,27,2015
Mie,6.44,27,2015
Shiga,7.41,27,2015
Kyoto,3.58,27,2015
Osaka,14.49,27,2015
Hyogo,11.2,27,2015
Nara,11.53,27,2015
Wakayama,18.84,27,2015
Tottori,3.63,27,2015
Shimane,9.96,27,2015
Okayama,5.11,27,2015
Hiroshima,6.83,27,2015
Yamaguchi,16.62,27,2015
Tokushima,19.3,27,2015
Kagawa,12.18,27,2015
Ehime,17.57,27,2015
Kochi,13.73,27,2015
Fukuoka,19.04,27,2015
Saga,18.04,27,2015
Nagasaki,15.57,27,2015
Kumamoto,13.7,27,2015
Oita,12.17,27,2015
Miyazaki,31.86,27,2015
Kagoshima,18.53,27,2015
Okinawa,35.76,27,2015
Total No.,9.58,28,2015
Hokkaido,13.8,28,2015
Aomori,8.33,28,2015
Iwate,7.74,28,2015
Miyagi,6.02,28,2015
Akita,3.5,28,2015
Yamagata,4.38,28,2015
Fukushima,15.82,28,2015
Ibaraki,5.4,28,2015
Tochigi,6.04,28,2015
Gunma,7.17,28,2015
Saitama,6.21,28,2015
Chiba,4.01,28,2015
Tokyo,5.41,28,2015
Kanagawa,4.55,28,2015
Niigata,10.19,28,2015
Toyama,4.72,28,2015
Ishikawa,6.31,28,2015
Fukui,11.27,28,2015
Yamanashi,4.13,28,2015
Nagano,6.58,28,2015
Gifu,5.17,28,2015
Shizuoka,6.76,28,2015
Aichi,4.86,28,2015
Mie,6.49,28,2015
Shiga,7.41,28,2015
Kyoto,3.58,28,2015
Osaka,14.56,28,2015
Hyogo,11.2,28,2015
Nara,11.53,28,2015
Wakayama,18.87,28,2015
Tottori,3.63,28,2015
Shimane,10.04,28,2015
Okayama,5.2,28,2015
Hiroshima,6.93,28,2015
Yamaguchi,16.83,28,2015
Tokushima,19.3,28,2015
Kagawa,12.21,28,2015
Ehime,17.57,28,2015
Kochi,13.83,28,2015
Fukuoka,19.48,28,2015
Saga,18.04,28,2015
Nagasaki,15.66,28,2015
Kumamoto,13.74,28,2015
Oita,12.31,28,2015
Miyazaki,32.22,28,2015
Kagoshima,19.36,28,2015
Okinawa,38.53,28,2015
Total No.,9.74,29,2015
Hokkaido,14.06,29,2015
Aomori,8.52,29,2015
Iwate,8.18,29,2015
Miyagi,6.07,29,2015
Akita,3.53,29,2015
Yamagata,4.41,29,2015
Fukushima,15.98,29,2015
Ibaraki,5.4,29,2015
Tochigi,6.04,29,2015
Gunma,7.17,29,2015
Saitama,6.28,29,2015
Chiba,4.07,29,2015
Tokyo,5.47,29,2015
Kanagawa,4.61,29,2015
Niigata,10.29,29,2015
Toyama,4.72,29,2015
Ishikawa,6.41,29,2015
Fukui,11.32,29,2015
Yamanashi,4.13,29,2015
Nagano,6.58,29,2015
Gifu,5.19,29,2015
Shizuoka,6.83,29,2015
Aichi,4.89,29,2015
Mie,6.6,29,2015
Shiga,7.44,29,2015
Kyoto,3.58,29,2015
Osaka,14.58,29,2015
Hyogo,11.26,29,2015
Nara,11.53,29,2015
Wakayama,18.87,29,2015
Tottori,3.68,29,2015
Shimane,10.17,29,2015
Okayama,5.24,29,2015
Hiroshima,7.07,29,2015
Yamaguchi,17.74,29,2015
Tokushima,19.3,29,2015
Kagawa,12.21,29,2015
Ehime,17.59,29,2015
Kochi,14.13,29,2015
Fukuoka,20.12,29,2015
Saga,18.13,29,2015
Nagasaki,15.8,29,2015
Kumamoto,13.82,29,2015
Oita,12.58,29,2015
Miyazaki,33.0,29,2015
Kagoshima,20.47,29,2015
Okinawa,40.65,29,2015
Total No.,9.96,30,2015
Hokkaido,14.23,30,2015
Aomori,8.67,30,2015
Iwate,8.74,30,2015
Miyagi,6.12,30,2015
Akita,3.56,30,2015
Yamagata,4.41,30,2015
Fukushima,16.36,30,2015
Ibaraki,5.4,30,2015
Tochigi,6.04,30,2015
Gunma,7.19,30,2015
Saitama,6.28,30,2015
Chiba,4.12,30,2015
Tokyo,5.56,30,2015
Kanagawa,4.74,30,2015
Niigata,10.34,30,2015
Toyama,4.86,30,2015
Ishikawa,6.41,30,2015
Fukui,11.36,30,2015
Yamanashi,4.13,30,2015
Nagano,6.58,30,2015
Gifu,5.21,30,2015
Shizuoka,6.88,30,2015
Aichi,4.96,30,2015
Mie,6.62,30,2015
Shiga,7.47,30,2015
Kyoto,3.59,30,2015
Osaka,14.59,30,2015
Hyogo,13.15,30,2015
Nara,11.56,30,2015
Wakayama,18.9,30,2015
Tottori,3.74,30,2015
Shimane,10.22,30,2015
Okayama,5.28,30,2015
Hiroshima,7.15,30,2015
Yamaguchi,18.4,30,2015
Tokushima,19.3,30,2015
Kagawa,12.21,30,2015
Ehime,17.65,30,2015
Kochi,14.43,30,2015
Fukuoka,21.2,30,2015
Saga,18.39,30,2015
Nagasaki,15.93,30,2015
Kumamoto,13.86,30,2015
Oita,13.19,30,2015
Miyazaki,33.47,30,2015
Kagoshima,21.71,30,2015
Okinawa,42.74,30,2015
Total No.,10.19,31,2015
Hokkaido,14.61,31,2015
Aomori,9.0,31,2015
Iwate,9.51,31,2015
Miyagi,6.29,31,2015
Akita,3.62,31,2015
Yamagata,4.55,31,2015
Fukushima,16.8,31,2015
Ibaraki,5.43,31,2015
Tochigi,6.06,31,2015
Gunma,7.2,31,2015
Saitama,6.36,31,2015
Chiba,4.22,31,2015
Tokyo,5.64,31,2015
Kanagawa,4.82,31,2015
Niigata,10.51,31,2015
Toyama,4.97,31,2015
Ishikawa,6.45,31,2015
Fukui,11.41,31,2015
Yamanashi,4.13,31,2015
Nagano,6.58,31,2015
Gifu,5.21,31,2015
Shizuoka,6.97,31,2015
Aichi,4.99,31,2015
Mie,6.67,31,2015
Shiga,7.5,31,2015
Kyoto,3.59,31,2015
Osaka,14.66,31,2015
Hyogo,13.04,31,2015
Nara,11.76,31,2015
Wakayama,18.94,31,2015
Tottori,3.84,31,2015
Shimane,10.43,31,2015
Okayama,5.3,31,2015
Hiroshima,7.44,31,2015
Yamaguchi,19.11,31,2015
Tokushima,19.35,31,2015
Kagawa,12.25,31,2015
Ehime,17.7,31,2015
Kochi,14.53,31,2015
Fukuoka,22.58,31,2015
Saga,19.04,31,2015
Nagasaki,16.2,31,2015
Kumamoto,13.96,31,2015
Oita,13.89,31,2015
Miyazaki,34.28,31,2015
Kagoshima,23.11,31,2015
Okinawa,44.53,31,2015
Total No.,10.45,32,2015
Hokkaido,14.86,32,2015
Aomori,9.38,32,2015
Iwate,10.49,32,2015
Miyagi,6.55,32,2015
Akita,3.68,32,2015
Yamagata,4.72,32,2015
Fukushima,17.4,32,2015
Ibaraki,5.45,32,2015
Tochigi,6.1,32,2015
Gunma,7.22,32,2015
Saitama,6.49,32,2015
Chiba,4.29,32,2015
Tokyo,5.88,32,2015
Kanagawa,4.96,32,2015
Niigata,10.92,32,2015
Toyama,5.1,32,2015
Ishikawa,6.48,32,2015
Fukui,11.55,32,2015
Yamanashi,4.13,32,2015
Nagano,6.58,32,2015
Gifu,5.23,32,2015
Shizuoka,7.05,32,2015
Aichi,5.02,32,2015
Mie,6.71,32,2015
Shiga,7.81,32,2015
Kyoto,3.6,32,2015
Osaka,14.75,32,2015
Hyogo,11.46,32,2015
Nara,11.91,32,2015
Wakayama,18.94,32,2015
Tottori,3.84,32,2015
Shimane,10.7,32,2015
Okayama,5.39,32,2015
Hiroshima,7.8,32,2015
Yamaguchi,20.15,32,2015
Tokushima,19.78,32,2015
Kagawa,12.39,32,2015
Ehime,17.76,32,2015
Kochi,14.83,32,2015
Fukuoka,24.47,32,2015
Saga,19.39,32,2015
Nagasaki,16.77,32,2015
Kumamoto,14.14,32,2015
Oita,14.81,32,2015
Miyazaki,35.19,32,2015
Kagoshima,24.89,32,2015
Okinawa,46.44,32,2015
Total No.,10.75,33,2015
Hokkaido,15.22,33,2015
Aomori,9.71,33,2015
Iwate,11.74,33,2015
Miyagi,6.74,33,2015
Akita,3.74,33,2015
Yamagata,4.93,33,2015
Fukushima,18.0,33,2015
Ibaraki,5.55,33,2015
Tochigi,6.13,33,2015
Gunma,7.22,33,2015
Saitama,6.59,33,2015
Chiba,4.37,33,2015
Tokyo,6.02,33,2015
Kanagawa,5.08,33,2015
Niigata,11.25,33,2015
Toyama,5.14,33,2015
Ishikawa,6.48,33,2015
Fukui,11.64,33,2015
Yamanashi,4.13,33,2015
Nagano,6.58,33,2015
Gifu,5.23,33,2015
Shizuoka,7.24,33,2015
Aichi,5.05,33,2015
Mie,6.73,33,2015
Shiga,7.81,33,2015
Kyoto,3.66,33,2015
Osaka,14.88,33,2015
Hyogo,11.52,33,2015
Nara,12.12,33,2015
Wakayama,19.13,33,2015
Tottori,3.84,33,2015
Shimane,11.0,33,2015
Okayama,5.5,33,2015
Hiroshima,8.46,33,2015
Yamaguchi,21.3,33,2015
Tokushima,19.96,33,2015
Kagawa,12.39,33,2015
Ehime,17.81,33,2015
Kochi,14.93,33,2015
Fukuoka,26.1,33,2015
Saga,19.52,33,2015
Nagasaki,17.23,33,2015
Kumamoto,14.28,33,2015
Oita,15.72,33,2015
Miyazaki,36.53,33,2015
Kagoshima,26.75,33,2015
Okinawa,47.62,33,2015
Total No.,11.11,34,2015
Hokkaido,15.66,34,2015
Aomori,9.93,34,2015
Iwate,12.67,34,2015
Miyagi,7.26,34,2015
Akita,3.74,34,2015
Yamagata,5.17,34,2015
Fukushima,18.51,34,2015
Ibaraki,5.61,34,2015
Tochigi,6.19,34,2015
Gunma,7.29,34,2015
Saitama,6.66,34,2015
Chiba,4.51,34,2015
Tokyo,6.29,34,2015
Kanagawa,5.21,34,2015
Niigata,12.02,34,2015
Toyama,5.17,34,2015
Ishikawa,6.52,34,2015
Fukui,12.0,34,2015
Yamanashi,4.13,34,2015
Nagano,6.58,34,2015
Gifu,5.27,34,2015
Shizuoka,7.44,34,2015
Aichi,5.13,34,2015
Mie,6.82,34,2015
Shiga,7.84,34,2015
Kyoto,3.75,34,2015
Osaka,15.1,34,2015
Hyogo,11.59,34,2015
Nara,12.21,34,2015
Wakayama,19.16,34,2015
Tottori,3.84,34,2015
Shimane,11.61,34,2015
Okayama,5.76,34,2015
Hiroshima,9.08,34,2015
Yamaguchi,22.34,34,2015
Tokushima,20.17,34,2015
Kagawa,12.43,34,2015
Ehime,17.92,34,2015
Kochi,15.43,34,2015
Fukuoka,27.97,34,2015
Saga,20.35,34,2015
Nagasaki,17.91,34,2015
Kumamoto,14.44,34,2015
Oita,17.33,34,2015
Miyazaki,38.53,34,2015
Kagoshima,28.24,34,2015
Okinawa,48.97,34,2015
Total No.,11.65,35,2015
Hokkaido,16.08,35,2015
Aomori,10.14,35,2015
Iwate,13.69,35,2015
Miyagi,7.9,35,2015
Akita,3.85,35,2015
Yamagata,5.59,35,2015
Fukushima,19.6,35,2015
Ibaraki,5.79,35,2015
Tochigi,6.29,35,2015
Gunma,7.32,35,2015
Saitama,6.85,35,2015
Chiba,4.89,35,2015
Tokyo,6.72,35,2015
Kanagawa,5.46,35,2015
Niigata,12.85,35,2015
Toyama,5.17,35,2015
Ishikawa,7.07,35,2015
Fukui,12.0,35,2015
Yamanashi,4.13,35,2015
Nagano,6.6,35,2015
Gifu,5.31,35,2015
Shizuoka,7.97,35,2015
Aichi,5.23,35,2015
Mie,7.09,35,2015
Shiga,8.0,35,2015
Kyoto,3.86,35,2015
Osaka,15.46,35,2015
Hyogo,11.73,35,2015
Nara,12.29,35,2015
Wakayama,19.97,35,2015
Tottori,3.84,35,2015
Shimane,13.26,35,2015
Okayama,6.15,35,2015
Hiroshima,10.2,35,2015
Yamaguchi,23.94,35,2015
Tokushima,20.96,35,2015
Kagawa,12.64,35,2015
Ehime,18.14,35,2015
Kochi,16.33,35,2015
Fukuoka,30.12,35,2015
Saga,21.83,35,2015
Nagasaki,18.55,35,2015
Kumamoto,15.14,35,2015
Oita,19.81,35,2015
Miyazaki,41.39,35,2015
Kagoshima,30.42,35,2015
Okinawa,49.94,35,2015
Total No.,12.31,36,2015
Hokkaido,16.63,36,2015
Aomori,10.86,36,2015
Iwate,14.82,36,2015
Miyagi,8.71,36,2015
Akita,3.97,36,2015
Yamagata,6.93,36,2015
Fukushima,20.58,36,2015
Ibaraki,5.99,36,2015
Tochigi,6.31,36,2015
Gunma,7.37,36,2015
Saitama,7.23,36,2015
Chiba,5.26,36,2015
Tokyo,7.38,36,2015
Kanagawa,5.8,36,2015
Niigata,13.73,36,2015
Toyama,5.17,36,2015
Ishikawa,7.38,36,2015
Fukui,12.09,36,2015
Yamanashi,4.13,36,2015
Nagano,6.68,36,2015
Gifu,5.42,36,2015
Shizuoka,8.42,36,2015
Aichi,5.36,36,2015
Mie,7.64,36,2015
Shiga,8.26,36,2015
Kyoto,4.05,36,2015
Osaka,16.0,36,2015
Hyogo,11.92,36,2015
Nara,12.76,36,2015
Wakayama,20.1,36,2015
Tottori,3.89,36,2015
Shimane,15.65,36,2015
Okayama,6.81,36,2015
Hiroshima,11.62,36,2015
Yamaguchi,25.72,36,2015
Tokushima,22.3,36,2015
Kagawa,12.86,36,2015
Ehime,18.43,36,2015
Kochi,17.7,36,2015
Fukuoka,32.59,36,2015
Saga,22.83,36,2015
Nagasaki,20.05,36,2015
Kumamoto,15.88,36,2015
Oita,22.53,36,2015
Miyazaki,44.0,36,2015
Kagoshima,31.87,36,2015
Okinawa,50.71,36,2015
Total No.,13.15,37,2015
Hokkaido,17.25,37,2015
Aomori,11.56,37,2015
Iwate,15.87,37,2015
Miyagi,9.41,37,2015
Akita,4.15,37,2015
Yamagata,9.0,37,2015
Fukushima,21.78,37,2015
Ibaraki,6.12,37,2015
Tochigi,6.5,37,2015
Gunma,7.39,37,2015
Saitama,7.84,37,2015
Chiba,5.75,37,2015
Tokyo,8.34,37,2015
Kanagawa,6.33,37,2015
Niigata,15.56,37,2015
Toyama,5.24,37,2015
Ishikawa,8.03,37,2015
Fukui,12.32,37,2015
Yamanashi,4.17,37,2015
Nagano,6.77,37,2015
Gifu,5.63,37,2015
Shizuoka,8.93,37,2015
Aichi,5.57,37,2015
Mie,8.51,37,2015
Shiga,8.68,37,2015
Kyoto,4.44,37,2015
Osaka,16.81,37,2015
Hyogo,12.3,37,2015
Nara,13.41,37,2015
Wakayama,20.43,37,2015
Tottori,4.84,37,2015
Shimane,18.87,37,2015
Okayama,7.54,37,2015
Hiroshima,13.35,37,2015
Yamaguchi,27.45,37,2015
Tokushima,24.57,37,2015
Kagawa,13.04,37,2015
Ehime,19.54,37,2015
Kochi,19.2,37,2015
Fukuoka,35.15,37,2015
Saga,24.04,37,2015
Nagasaki,21.39,37,2015
Kumamoto,16.88,37,2015
Oita,25.56,37,2015
Miyazaki,47.47,37,2015
Kagoshima,33.31,37,2015
Okinawa,51.26,37,2015
Total No.,14.1,38,2015
Hokkaido,17.86,38,2015
Aomori,12.38,38,2015
Iwate,16.79,38,2015
Miyagi,10.72,38,2015
Akita,4.41,38,2015
Yamagata,11.59,38,2015
Fukushima,23.13,38,2015
Ibaraki,6.23,38,2015
Tochigi,6.71,38,2015
Gunma,7.46,38,2015
Saitama,8.38,38,2015
Chiba,6.3,38,2015
Tokyo,9.67,38,2015
Kanagawa,6.82,38,2015
Niigata,18.12,38,2015
Toyama,5.55,38,2015
Ishikawa,8.72,38,2015
Fukui,12.95,38,2015
Yamanashi,4.25,38,2015
Nagano,6.91,38,2015
Gifu,6.19,38,2015
Shizuoka,9.68,38,2015
Aichi,5.86,38,2015
Mie,9.38,38,2015
Shiga,8.84,38,2015
Kyoto,4.89,38,2015
Osaka,17.7,38,2015
Hyogo,12.7,38,2015
Nara,14.24,38,2015
Wakayama,20.7,38,2015
Tottori,6.37,38,2015
Shimane,22.35,38,2015
Okayama,8.31,38,2015
Hiroshima,15.1,38,2015
Yamaguchi,29.45,38,2015
Tokushima,27.78,38,2015
Kagawa,13.61,38,2015
Ehime,20.43,38,2015
Kochi,22.23,38,2015
Fukuoka,37.43,38,2015
Saga,25.43,38,2015
Nagasaki,22.57,38,2015
Kumamoto,17.86,38,2015
Oita,28.14,38,2015
Miyazaki,49.81,38,2015
Kagoshima,34.69,38,2015
Okinawa,51.91,38,2015
Total No.,14.76,39,2015
Hokkaido,18.76,39,2015
Aomori,12.86,39,2015
Iwate,17.56,39,2015
Miyagi,11.5,39,2015
Akita,4.76,39,2015
Yamagata,13.38,39,2015
Fukushima,24.49,39,2015
Ibaraki,6.47,39,2015
Tochigi,6.79,39,2015
Gunma,7.53,39,2015
Saitama,8.79,39,2015
Chiba,6.75,39,2015
Tokyo,10.51,39,2015
Kanagawa,7.18,39,2015
Niigata,19.15,39,2015
Toyama,5.62,39,2015
Ishikawa,9.41,39,2015
Fukui,13.5,39,2015
Yamanashi,4.29,39,2015
Nagano,7.0,39,2015
Gifu,6.46,39,2015
Shizuoka,10.11,39,2015
Aichi,6.09,39,2015
Mie,10.07,39,2015
Shiga,8.94,39,2015
Kyoto,5.16,39,2015
Osaka,18.47,39,2015
Hyogo,13.36,39,2015
Nara,15.29,39,2015
Wakayama,20.97,39,2015
Tottori,6.74,39,2015
Shimane,24.35,39,2015
Okayama,9.17,39,2015
Hiroshima,16.38,39,2015
Yamaguchi,30.74,39,2015
Tokushima,29.3,39,2015
Kagawa,14.11,39,2015
Ehime,21.24,39,2015
Kochi,23.67,39,2015
Fukuoka,38.49,39,2015
Saga,26.57,39,2015
Nagasaki,23.55,39,2015
Kumamoto,18.86,39,2015
Oita,29.53,39,2015
Miyazaki,51.61,39,2015
Kagoshima,35.27,39,2015
Okinawa,52.41,39,2015
Total No.,15.6,40,2015
Hokkaido,19.85,40,2015
Aomori,13.29,40,2015
Iwate,18.54,40,2015
Miyagi,13.14,40,2015
Akita,5.09,40,2015
Yamagata,16.0,40,2015
Fukushima,26.2,40,2015
Ibaraki,6.79,40,2015
Tochigi,7.29,40,2015
Gunma,7.8,40,2015
Saitama,9.55,40,2015
Chiba,7.25,40,2015
Tokyo,11.68,40,2015
Kanagawa,7.82,40,2015
Niigata,20.75,40,2015
Toyama,5.93,40,2015
Ishikawa,10.52,40,2015
Fukui,14.45,40,2015
Yamanashi,4.33,40,2015
Nagano,7.26,40,2015
Gifu,6.92,40,2015
Shizuoka,10.91,40,2015
Aichi,6.59,40,2015
Mie,10.91,40,2015
Shiga,9.1,40,2015
Kyoto,5.47,40,2015
Osaka,19.37,40,2015
