date,Total_absent_rate,group
2024-12-08,0.0263729885636108,87
2024-12-15,0.0277034251723018,87
2024-12-22,0.0268875196481204,87
2024-12-29,,88
2025-01-05,,88
2025-01-12,0.0249778586161189,89
2025-01-19,0.0253060817854801,89
2025-01-26,0.0338657730063169,89
2025-02-02,0.0152505190253251,89
2025-02-09,,90
2025-02-16,0.0290232190430302,91
2025-02-23,0.0279041079866293,91
2025-03-02,0.0267544893245982,91
2025-03-09,0.0244891935131561,91
2025-03-16,0.0249564747056199,91
2025-03-23,0.0264262057214833,91
2025-03-30,0.0256563710665543,91
2025-04-06,0.0385437266085933,91
2025-04-13,0.027402140670985,91
2025-04-20,0.0131198987328419,91
2025-04-27,0.0076332933103804,91
2025-05-04,0.0250895018135076,91
2025-05-11,0.0209322463387175,91
2025-05-18,0.0276140055348334,91
2025-05-25,0.0268211312870849,91
2025-06-01,0.0250578402248847,91
2025-06-08,0.0187549182477923,91
2025-06-15,0.0166338529666976,91
2025-06-22,0.0180776696002868,91
2025-06-29,0.0259075680114117,91
