"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10th week, 2015",,,,,,"Data collected as of March 11, 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
Shizuoka,30945,224.24,464,5.27,185,2.1,2742,31.16,5988,68.05,442,5.02,91,1.03,261,2.97,231,2.63,2,0.02,27,0.31,99,1.13,-,-,62,2.95,2,0.2,1,0.1,29,2.9,16,1.6,21,2.1
Aichi,60049,307.94,698,3.86,485,2.68,3351,18.51,11944,65.99,649,3.59,355,1.96,149,0.82,569,3.14,6,0.03,27,0.15,347,1.92,5,0.15,77,2.26,3,0.21,-,-,29,2.07,-,-,19,1.36
Mie,15540,215.83,252,5.6,186,4.13,869,19.31,3429,76.2,134,2.98,125,2.78,54,1.2,179,3.98,2,0.04,6,0.13,37,0.82,1,0.08,11,0.92,5,0.56,3,0.33,22,2.44,-,-,4,0.44
Shiga,12778,241.09,202,6.31,58,1.81,651,20.34,1953,61.03,119,3.72,92,2.88,97,3.03,102,3.19,2,0.06,13,0.41,63,1.97,-,-,9,1.13,1,0.14,1,0.14,4,0.57,-,-,2,0.29
Kyoto,19591,160.58,212,2.9,203,2.78,940,12.88,4102,56.19,238,3.26,256,3.51,156,2.14,201,2.75,-,-,17,0.23,101,1.38,1,0.06,27,1.59,1,0.14,2,0.29,1,0.14,-,-,25,3.57
Osaka,47888,155.99,2142,10.76,487,2.45,4099,20.6,12662,63.63,1161,5.83,797,4.01,378,1.9,788,3.96,32,0.16,38,0.19,355,1.78,7,0.13,89,1.71,1,0.06,-,-,40,2.35,-,-,69,4.06
Hyogo,38220,193.03,1154,9.02,507,3.96,2342,18.3,9828,76.78,696,5.44,612,4.78,205,1.6,454,3.55,10,0.08,38,0.3,289,2.26,2,0.06,118,3.37,2,0.17,9,0.75,11,0.92,-,-,8,0.67
Nara,6947,128.65,304,8.94,68,2,376,11.06,1627,47.85,149,4.38,148,4.35,41,1.21,114,3.35,1,0.03,1,0.03,60,1.76,-,-,34,3.78,2,0.33,1,0.17,6,1,-,-,20,3.33
Wakayama,8332,166.64,470,15.16,59,1.9,294,9.48,1263,40.74,134,4.32,112,3.61,20,0.65,96,3.1,1,0.03,5,0.16,23,0.74,-,-,10,2.5,2,0.18,1,0.09,18,1.64,-,-,22,2
Tottori,6387,220.24,56,2.95,44,2.32,1000,52.63,1752,92.21,99,5.21,3,0.16,15,0.79,77,4.05,8,0.42,3,0.16,39,2.05,-,-,2,0.67,1,0.2,-,-,1,0.2,-,-,65,13
Shimane,7424,195.37,145,6.3,74,3.22,920,40,1691,73.52,141,6.13,153,6.65,16,0.7,113,4.91,-,-,-,-,93,4.04,-,-,1,0.33,-,-,8,1,14,1.75,1,0.13,5,0.63
Okayama,22349,266.06,212,3.93,84,1.56,821,15.2,4118,76.26,311,5.76,179,3.31,41,0.76,178,3.3,6,0.11,6,0.11,91,1.69,4,0.33,20,1.67,2,0.4,-,-,2,0.4,-,-,7,1.4
Hiroshima,27457,240.85,351,4.94,278,3.92,1737,24.46,6392,90.03,378,5.32,194,2.73,9,0.13,280,3.94,6,0.08,13,0.18,378,5.32,1,0.05,92,4.84,1,0.05,10,0.48,29,1.38,1,0.05,4,0.19
Yamaguchi,20879,302.59,481,10.02,68,1.42,1317,27.44,3644,75.92,455,9.48,103,2.15,12,0.25,276,5.75,2,0.04,6,0.13,35,0.73,-,-,15,1.67,-,-,-,-,17,1.89,-,-,6,0.67
Tokushima,7868,207.05,355,15.43,76,3.3,317,13.78,1677,72.91,134,5.83,52,2.26,5,0.22,146,6.35,4,0.17,1,0.04,11,0.48,-,-,4,1,1,0.14,1,0.14,10,1.43,-,-,9,1.29
Kagawa,9328,198.47,291,10.39,76,2.71,489,17.46,1842,65.79,99,3.54,143,5.11,25,0.89,118,4.21,1,0.04,5,0.18,18,0.64,-,-,7,1.4,-,-,1,0.2,28,5.6,-,-,6,1.2
Ehime,13152,215.61,460,12.43,50,1.35,976,26.38,3890,105.14,159,4.3,117,3.16,18,0.49,184,4.97,1,0.03,16,0.43,146,3.95,-,-,146,18.25,1,0.17,-,-,1,0.17,-,-,6,1
Kochi,13169,274.35,301,10.03,26,0.87,508,16.93,1849,61.63,133,4.43,195,6.5,11,0.37,91,3.03,3,0.1,4,0.13,169,5.63,-,-,2,0.67,1,0.13,-,-,34,4.25,4,0.5,11,1.38
Fukuoka,62196,314.12,1278,10.65,447,3.73,4603,38.36,9494,79.12,879,7.33,880,7.33,700,5.83,777,6.48,18,0.15,45,0.38,662,5.52,10,0.38,120,4.62,8,0.62,5,0.38,16,1.23,-,-,14,1.08
Saga,11916,305.54,320,13.91,62,2.7,467,20.3,1787,77.7,211,9.17,287,12.48,79,3.43,146,6.35,2,0.09,5,0.22,307,13.35,-,-,5,1.25,1,0.17,-,-,16,2.67,-,-,42,7
Nagasaki,20069,286.7,380,8.64,85,1.93,870,19.77,3856,87.64,200,4.55,374,8.5,66,1.5,156,3.55,1,0.02,3,0.07,158,3.59,4,0.5,53,6.63,-,-,-,-,27,2.25,-,-,62,5.17
Kumamoto,24692,308.65,525,10.5,180,3.6,760,15.2,5023,100.46,336,6.72,355,7.1,27,0.54,312,6.24,1,0.02,44,0.88,182,3.64,-,-,60,6.67,-,-,6,0.4,11,0.73,-,-,15,1
Oita,20894,360.24,306,8.5,82,2.28,968,26.89,4012,111.44,375,10.42,230,6.39,136,3.78,253,7.03,8,0.22,15,0.42,125,3.47,-,-,74,14.8,-,-,-,-,13,1.18,-,-,6,0.55
Miyazaki,23695,401.61,702,19.5,188,5.22,536,14.89,3566,99.06,319,8.86,81,2.25,9,0.25,309,8.58,1,0.03,11,0.31,46,1.28,1,0.17,101,16.83,-,-,2,0.29,-,-,-,-,7,1
Kagoshima,29350,315.59,404,7.35,275,5,1814,32.98,5072,92.22,473,8.6,465,8.45,129,2.35,203,3.69,14,0.25,8,0.15,100,1.82,1,0.14,35,5,-,-,1,0.08,-,-,-,-,5,0.42
Okinawa,22417,386.5,158,4.65,120,3.53,552,16.24,1083,31.85,454,13.35,448,13.18,33,0.97,96,2.82,25,0.74,9,0.26,1010,29.71,4,0.4,102,10.2,7,1,16,2.29,18,2.57,-,-,36,5.14
